ant_id,project,cve_ids,ghsa_ids,status,patched,patched_at,fix_commits,fixed_versions,release_assessment,enrichment_status,finding_url
ANT-2026-BTRNT5A3,supabase/supabase,,,fixed,true,2026-05-27T00:00:00Z,supabase/supabase@47d85e5235f4f547f9239ff8ea36acc7f389cf7d,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-BTRNT5A3
ANT-2026-BVDWY3J9,supabase/auth,,,fixed,true,2026-06-01T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-BVDWY3J9
ANT-2026-C0BW3XD3,dlplibs,,,fixed,true,2026-05-26T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-C0BW3XD3
ANT-2026-C6E98TYX,liboqs,,GHSA-jr5q-r9qx-v738,fixed,true,2026-06-12T00:00:00Z,@ab0e07c3,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-C6E98TYX
ANT-2026-CAH7XGSQ,lua/lua,,,fixed,true,2026-04-01T00:00:00Z,lua/lua@efddc2309c5ff8a1842bea8a9c0d7d4a5d6e1e60,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CAH7XGSQ
ANT-2026-CEP8Y9M0,ffmpeg/ffmpeg,,,fixed,true,2026-03-16T00:00:00Z,FFmpeg/FFmpeg@16f89d342e;FFmpeg/FFmpeg@55bf0e6cd5a46b26b0ebd2374ad2625a7133e4ee,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CEP8Y9M0
ANT-2026-CGR7Y3J8,supabase/auth,,,fixed,true,2026-07-14T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CGR7Y3J8
ANT-2026-CJQWKW82,postgres/postgres,CVE-2026-6479,GHSA-hwfh-mh4f-m67f,fixed,true,2026-05-14T14:03:27.383924Z,postgres/postgres@b63f25bddfebc67b1e78f86341a6aecb0e9fe576,PostgreSQL@14.23 [first];PostgreSQL@15.18 [first];PostgreSQL@16.14 [first];PostgreSQL@17.10 [first];PostgreSQL@18.4 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CJQWKW82
ANT-2026-CM0TCREP,torvalds/linux,CVE-2026-43074,,fixed,true,2026-04-12T00:00:00Z,torvalds/linux@f2e467a48287,Linux@6.6.136 [first];Linux@6.12.83 [first];Linux@6.18.24 [first];Linux@6.19.14 [first];Linux@7.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CM0TCREP
ANT-2026-CN7KX43N,nomad,CVE-2026-7474,,withdrawn,true,2026-05-07T14:53:15.493283Z,,Nomad@2.0.1 [first];Nomad Enterprise@1.10.11 [first];Nomad Enterprise@2.0.1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CN7KX43N
ANT-2026-CT4ZXP4Z,supabase/auth,,,fixed,true,2026-07-14T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CT4ZXP4Z
ANT-2026-CVX8213H,openmrs/openmrs-module-fhir2,,,fixed,true,2026-06-03T12:00:00Z,openmrs/openmrs-module-fhir2@601800edad0ab469af1e4bc9758dba1a732472d2,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-CVX8213H
ANT-2026-D7FC4YDQ,rabbitmq-c,CVE-2026-44236,GHSA-jh48-qjf5-fx5v,fixed,true,2026-05-07T14:53:11.505018Z,alanxz/rabbitmq-c@4777d0b5c58cb02966a04a85832436bd66ed5d1f,rabbitmq-c@0.16.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-D7FC4YDQ
ANT-2026-DD4RKCBA,opensc,,,fixed,true,2026-03-30T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-DD4RKCBA
ANT-2026-DJBBBBPE,temporalio/temporal,CVE-2026-5199,,fixed,true,2026-04-01T12:00:00Z,,temporal@1.29.5 [first];temporal@1.30.3 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-DJBBBBPE
ANT-2026-DVZKVAV1,oisf/suricata,,,fixed,true,2026-04-13T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-DVZKVAV1
ANT-2026-DYWJSTZZ,faad2,,,fixed,true,2026-03-25T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-DYWJSTZZ
ANT-2026-EBDTPNVH,jqlang/jq,CVE-2026-32316,GHSA-fhc2-96rr-cg32;GHSA-q3h9-m34w-h76f,fixed,true,2026-05-07T14:53:10.211831Z,jqlang/jq@e47e56d226519635768e6aab2f38f0ab037c09e5,jq@1.8.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-EBDTPNVH
ANT-2026-EFRBDRNP,supabase/supabase,,,fixed,true,2026-06-12T00:00:00Z,supabase/supabase@a59b797216d6459ef466a209ee90b404826f9b9b,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-EFRBDRNP
ANT-2026-F1GCJ0JY,graphicsmagick/graphicsmagick,,,fixed,true,2026-05-30T00:00:00Z,,1.3.48 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-F1GCJ0JY
ANT-2026-F5JK7RDG,supabase/postgres,,,fixed,true,2026-05-22T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-F5JK7RDG
ANT-2026-F8AZ7X04,wireshark/wireshark,,,fixed,true,2026-05-01T00:00:00Z,wireshark/wireshark@4a597d797cef5b1e256056f6e0feb15fcf3a56e0,4.4.16 [first];4.6.6 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-F8AZ7X04
ANT-2026-FW0V6SAJ,dhis2/dhis2-core,CVE-2026-55084,GHSA-pwmg-mvjw-4m23,fixed,true,2026-06-09T00:00:00Z,dhis2/dhis2-core@16cbb390a21391cc5f948092f06a52ce69a3274f,dhis2-core@2.37-EOS [first];dhis2-core@2.38-EOS [first];dhis2-core@2.39-EOS [first];dhis2-core@2.40.11.1 [first];dhis2-core@2.40.12 [first];dhis2-core@2.41.8.2 [first];dhis2-core@2.42.5.1 [first];dhis2-core@2.43.0.1 [first];dhis2-core@2.44 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-FW0V6SAJ
ANT-2026-G1XC2M5V,cgif,,,fixed,true,2026-01-19T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-G1XC2M5V
ANT-2026-G7GNYY68,libreoffice,CVE-2026-6045,,fixed,true,2026-04-30T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-G7GNYY68
ANT-2026-GBSMA7AY,tz,,,fixed,true,2026-04-23T12:00:00Z,@37a4d178474e3b85faede06e44abda4d0b2a4da0,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GBSMA7AY
ANT-2026-GEM3N3N3,rocketchat/rocket.chat,CVE-2026-29198,,fixed,true,2026-04-22T23:30:15.355000Z,,8.1.2 [first];Rocket.Chat@7.10.9 [first];Rocket.Chat@7.11.6 [first];Rocket.Chat@7.12.6 [first];Rocket.Chat@7.13.5 [first];Rocket.Chat@8.0.3 [first];Rocket.Chat@8.2.1 [first];Rocket.Chat@8.3.0 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GEM3N3N3
ANT-2026-GPA6MCZ6,libvips/libvips,,,fixed,true,2026-06-09T12:00:00Z,libvips/libvips@aebac9b8593956bffbd1bcacc52d8acf7219815e,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GPA6MCZ6
ANT-2026-GQ8G77M4,supabase/auth,,,fixed,true,2026-07-28T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GQ8G77M4
ANT-2026-GSDN3H7W,opensc,CVE-2026-40528,,fixed,true,2026-03-30T00:00:00Z,OpenSC/OpenSC@0358817ec74aeca654f83e7709c7720b14c5db59,OpenSC@0.27.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GSDN3H7W
ANT-2026-GSPVGEYA,gpg/libgcrypt,CVE-2026-41990,GHSA-78pv-qq8x-94px,fixed,true,2026-04-15T12:00:00Z,gpg/libgcrypt@905e00f046a71e5670517779afaf85a354952832,Libgcrypt@1.12.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GSPVGEYA
ANT-2026-GSV3GS1G,joomla/joomla-cms,CVE-2026-40384,GHSA-hr66-rv65-f5r4,fixed,true,2026-05-28T15:11:58.761868Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GSV3GS1G
ANT-2026-GTGXBRXN,rabbitmq-c,CVE-2026-44235,GHSA-9mmv-r8g3-qp46,fixed,true,2026-05-07T14:53:10.854895Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GTGXBRXN
ANT-2026-GY2SF1XW,grok,,,fixed,true,2026-06-11T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-GY2SF1XW
ANT-2026-H4RM2RMD,htslib,CVE-2026-62257,GHSA-6q7c-m967-9v37,fixed,true,2026-07-09T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-H4RM2RMD
ANT-2026-H5T8XKWR,tryghost/ghost,CVE-2026-26980,GHSA-w52v-v783-gw97,merged,true,2026-02-18T21:50:23Z,TryGhost/Ghost@30868d632b2252b638bc8a4c8ebf73964592ed91,ghost@6.19.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-H5T8XKWR
ANT-2026-H94NCB56,danbloomberg/leptonica,,,fixed,true,2026-03-20T12:00:00Z,DanBloomberg/leptonica@a0ca522b7d48f471c6225b4a4dc0c63463f10843,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-H94NCB56
ANT-2026-H97FY6C8,freerdp/freerdp,CVE-2026-44420;CVE-2026-45700,GHSA-mpxh-8fq3-x8mh;GHSA-mvpx-xj7r-3p3r;GHSA-p6r2-4hgm-m6ff,fixed,true,2026-05-07T14:53:11.686449Z,advisories/GHSA-mpxh-8fq3-x8mh@23b36cd00ebf0ccd97750fcdbc9aa2f362352da7,FreeRDP@3.26.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-H97FY6C8
ANT-2026-HFGGE6HR,asterisk/asterisk,CVE-2026-57191,GHSA-4cjj-wvwf-rfjq;GHSA-589g-qgf8-m6mx,fixed,true,2026-05-29T07:03:29.072477Z,asterisk/asterisk@7a1ffcdf38cc76d1c4eae51651667f3fd4548ab0,20.7-cert11 [first];20.20.1 [first];21.12.3 [first];22.8-cert3 [first];22.10.1 [first];23.4.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HFGGE6HR
ANT-2026-HHD77M82,joomla/joomla-cms,CVE-2026-40383,GHSA-v8h9-9g8j-w7h4,fixed,true,2026-05-28T15:11:59.150607Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HHD77M82
ANT-2026-HJ61D4C3,ffmpeg/ffmpeg,,,fixed,true,2026-05-19T22:00:54.961233Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HJ61D4C3
ANT-2026-HN9XZXJ9,freerdp/freerdp,CVE-2026-44420;CVE-2026-45700,GHSA-mpxh-8fq3-x8mh;GHSA-mvpx-xj7r-3p3r;GHSA-p6r2-4hgm-m6ff,fixed,true,2026-05-13T07:03:55.758447Z,,FreeRDP@3.26.0 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HN9XZXJ9
ANT-2026-HRZEDXBB,ghostscript,,,fixed,true,2026-05-19T00:00:00Z,,,no_release_yet,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HRZEDXBB
ANT-2026-HY56VRSB,nginx/nginx,CVE-2026-27654,,fixed,true,2026-05-20T07:40:37.681447Z,,NGINX Open Source@1.28.3 [first];NGINX Open Source@1.29.7 [first];nginx-main@1.30.0-1.hum1 [first];nginx:1.24@9040020260504195322.9 [first];nginx:1.24@9060020260504194843.9 [first];nginx:1.24@9070020260331134728.9 [first];nginx:1.26@9060020260504154614.9 [first];nginx:1.26@9070020260407080353.9 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-HY56VRSB
ANT-2026-J3EVXWDY,twigphp/twig,CVE-2026-46633,GHSA-7p85-w9px-jpjp,fixed,true,2026-05-19T00:00:00Z,twigphp/Twig@679447fa29083043665482ccf7d64372472621b8;twigphp/Twig@e9ff55f6910832428e48a35b2e0748189ad49ae3,twig/twig@3.26.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-J3EVXWDY
ANT-2026-J5P6B5WQ,supabase/auth,,,fixed,true,2026-07-28T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-J5P6B5WQ
ANT-2026-JBKARRJ7,libvips/libvips,CVE-2026-35590,GHSA-jmwm-wc68-mhwm,fixed,true,2026-03-31T12:00:00Z,libvips/libvips@91ebd4d35341a8353ea490392d556d582e4b846f,libvips@8.18.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-JBKARRJ7
ANT-2026-JS5D1Z2X,wolfssl/wolfssl,CVE-2026-5295;CVE-2026-6678,,fixed,true,2026-05-28T15:10:20.332393Z,,wolfSSL@5.9.1 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-JS5D1Z2X
ANT-2026-K2T27KG9,selinux,,,fixed,true,2026-07-01T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-K2T27KG9
ANT-2026-K3APEMB5,osgeo/gdal,,,fixed,true,2026-05-08T12:00:00Z,OSGeo/gdal@e2b913be67cda104a84aa1f9449cd9479707f4d0,3.13.0 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-K3APEMB5
ANT-2026-K6DHGAYS,webkit/webkit,,,fixed,true,2026-05-30T00:00:00Z,WebKit/WebKit@eba64ef44de395091d66bdfdf1c2b1f0f4983c56,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-K6DHGAYS
ANT-2026-K8YY7WWS,wolfssl/wolfssl,CVE-2026-5501,GHSA-hg75-4cmp-f367,fixed,true,2026-05-07T14:53:14.292543Z,advisories/GHSA-hg75-4cmp-f367@e5ab7fa74;wolfSSL/wolfssl@e5ab7fa7457d82294bafcfb6c103a9e79b4aa213,5.9.1,commit_only,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-K8YY7WWS
ANT-2026-KC1Y51NF,openmeterio/openmeter,CVE-2026-8462,GHSA-wc3v-3457-c8cm,fixed,true,2026-05-19T21:41:15.574761Z,openmeterio/openmeter@6ce29e743165890c10346f4c71d5bf79f1ecaf6f,github.com/openmeterio/openmeter@1.0.0-beta.228 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-KC1Y51NF
ANT-2026-KNXJMVYC,wolfssl/wolfssl,CVE-2026-5466,GHSA-47qf-hp3h-rwmm,fixed,true,2026-05-07T14:53:13.591141Z,wolfSSL/wolfssl@13a016367;wolfSSL/wolfssl@13a016367ff4b4d3cc4c9bc2bfdfe692a512dd81,wolfSSL@5.9.1 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-KNXJMVYC
ANT-2026-KP4YD2Z6,php/php-src,,GHSA-mh9x-w77w-65xw,fixed,true,2026-07-02T00:00:00Z,php/php-src@a9c7dfefbdcab6b6d2a5c5692f5dcfb5676814ae,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-KP4YD2Z6
ANT-2026-KRKYEBGE,nftables,,,fixed,true,2026-05-21T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-KRKYEBGE
ANT-2026-M3T0RBQ8,torvalds/linux,,,fixed,true,2026-03-16T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-M3T0RBQ8
ANT-2026-M5V8FQ8Z,osgeo/gdal,,,fixed,true,2026-06-05T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-M5V8FQ8Z
ANT-2026-M8R2AWBV,torvalds/linux,,,fixed,true,2026-03-04T12:00:00Z,torvalds/linux@6b4f875aac34,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-M8R2AWBV
ANT-2026-MAPZGQDY,jsoncons,,GHSA-fwmw-7h2j-8687,fixed,true,2026-06-08T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-MAPZGQDY
ANT-2026-MEXHXGNE,supabase/supabase,,,disclosed,true,2026-04-16T00:00:00Z,supabase/supabase@b1531545fbb4247d37e538e8bc1dbf6bf3df3871,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-MEXHXGNE
ANT-2026-MHJX7J31,typo3,CVE-2026-47345,GHSA-p5j5-4j3q-8mq8,fixed,true,2026-06-10T07:17:59.713655Z,TYPO3/html-sanitizer@8b5d0be44ded457ca993ec9ca93d859941c63764,typo3/html-sanitizer@2.3.2 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-MHJX7J31
ANT-2026-MHV0A2SD,freetype2,,,fixed,true,2026-03-22T12:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-MHV0A2SD
ANT-2026-MVVACQKN,freebsd/freebsd-src,CVE-2026-4747,,fixed,true,2026-03-26T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-MVVACQKN
ANT-2026-N0ZPQQQ6,ffmpeg/ffmpeg,,,fixed,true,2026-06-06T00:00:00Z,FFmpeg/FFmpeg@1e9984772b6ef878d3ae4a58e01d6a6d63a61bd7,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-N0ZPQQQ6
ANT-2026-N6TD9MF6,opencontainers/runc,CVE-2026-41579,GHSA-xjvp-4fhw-gc47,fixed,true,2026-06-13T00:00:00Z,opencontainers/runc@864db8042dbb;opencontainers/runc@864db8042dbb191028676f80addf8c35f348aee2,github.com/opencontainers/runc@1.3.6 [first];github.com/opencontainers/runc@1.4.3 [first];github.com/opencontainers/runc@1.5.0-rc.3 [first],confirmed_versions,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-N6TD9MF6
ANT-2026-N7D3E5WK,rdkit,,,fixed,true,2026-04-30T12:00:00Z,,2026.03.6,unresolved,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-N7D3E5WK
ANT-2026-NDBADAT0,sentinelone/purple-mcp,,,fixed,true,2026-06-26T00:00:00Z,,,unresolved,unresolved,https://red.anthropic.com/2026/cvd/findings/ANT-2026-NDBADAT0
ANT-2026-NGTJ413W,ffmpeg/ffmpeg,,,fixed,true,2026-06-10T00:00:00Z,FFmpeg/FFmpeg@331b3e9dea484f4974bbff2596e6e31c3d5e4685,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-NGTJ413W
ANT-2026-NQ9DPCK0,osgeo/gdal,,,fixed,true,2026-06-05T12:00:00Z,OSGeo/gdal@03ee967da1b22ec61cc7a6b8abb5de3307f213c7,,commit_only,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-NQ9DPCK0
ANT-2026-P23DVQM2,wolfssl/wolfssl,CVE-2026-5500,GHSA-m77r-vqw2-hffx,fixed,true,2026-05-07T14:53:14.045887Z,wolfSSL/wolfssl@a88dd07c7;wolfSSL/wolfssl@a88dd07c70e9415c3daa64d478f9a45bd65f9e5d,5.9.1,commit_only,complete,https://red.anthropic.com/2026/cvd/findings/ANT-2026-P23DVQM2
ANT-2026-P2DWB2SK,mastodon/mastodon,CVE-2026-46349,GHSA-chgx-jx3p-rf73,fixed,true,2026-05-15T07:08:05.026606Z,,mastodon@v4.3.23 [first];mastodon@v4.4.17 [first];mastodon@v4.5.10 [first],confirmed_versions,partial,https://red.anthropic.com/2026/cvd/findings/ANT-2026-P2DWB2SK
